symbol,date,close,weekly_close,monthly_close,rsi,cond1,cond2,cond3,setup,final_condition
HAL,2026-04-02,3687.00,3588.60,3687.00,42.92,28.01,3687.88,3800.64,41.55,False,False,True,CANDLE,True,PASSED: CANDLE
ITCHOTELS,2026-04-02,148.09,141.77,148.09,32.82,9.93,147.15,153.77,43.64,False,False,False,NONE,False,"FAILED: cond1: no breakout, cond1: open < prev close, cond1: monthly below EMA9"
LT,2026-04-02,3613.10,3564.10,3613.10,47.88,38.62,3573.04,3667.78,47.09,False,False,False,NONE,False,"FAILED: cond1: no breakout, cond1: open < prev close, cond1: monthly below EMA9"
LT,2026-04-02,3613.10,3564.10,3613.10,47.88,38.62,3573.04,3667.78,47.09,False,False,False,NONE,False,"FAILED: cond1: no breakout, cond1: open < prev close, cond1: monthly below EMA9"
LT,2026-04-02,3613.10,3564.10,3613.10,47.88,38.62,3573.04,3667.78,47.09,False,False,False,NONE,False,"FAILED: cond1: no breakout, cond1: open < prev close, cond1: monthly below EMA9"
LT,2026-04-02,3613.10,3564.10,3613.10,47.88,38.62,3573.04,3667.78,47.09,False,False,True,CANDLE,True,PASSED: CANDLE
ADANIGREEN,2026-04-02,856.00,832.50,856.00,40.06,36.72,846.43,864.04,48.25,False,True,False,PULLBACK,True,PASSED: PULLBACK
HAL,2026-04-02,3687.00,3588.60,3687.00,42.92,28.01,3687.88,3800.64,41.55,False,False,False,NONE,False,"FAILED: cond1: no breakout, cond1: open < prev close, cond1: monthly below EMA9"
HAL,2026-04-02,3687.00,3588.60,3687.00,42.92,28.01,3687.88,3800.64,41.55,False,False,True,CANDLE,True,PASSED: CANDLE
ADANIGREEN,2026-04-02,856.00,832.50,856.00,40.06,36.72,846.43,864.04,48.25,False,True,False,PULLBACK,True,PASSED: PULLBACK
LT,2026-04-02,3613.10,3564.10,3613.10,47.88,38.62,3573.04,3667.78,47.09,False,False,True,CANDLE,True,PASSED: CANDLE
ITCHOTELS,2026-04-02,148.09,141.77,148.09,32.82,9.93,147.15,153.77,43.64,False,False,False,NONE,False,"FAILED: cond1: no breakout, cond1: open < prev close, cond1: monthly below EMA9"
HAL,2026-04-02,3687.00,3588.60,3687.00,42.92,28.01,3687.88,3800.64,41.55,False,False,True,CANDLE,True,PASSED: CANDLE
ADANIGREEN,2026-04-02,856.00,832.50,856.00,40.06,36.72,846.43,864.04,48.25,False,True,False,PULLBACK,True,PASSED: PULLBACK
HAL,2026-04-02,3687.00,3588.60,3687.00,42.92,28.01,3687.88,3800.64,41.55,False,False,True,CANDLE,True,PASSED: CANDLE
ITCHOTELS,2026-04-02,148.09,141.77,148.09,32.82,9.93,147.15,153.77,43.64,False,False,False,NONE,False,"FAILED: cond1: no breakout, cond1: open < prev close, cond1: monthly below EMA9"
KALYANKJIL,2026-04-02,394.35,388.35,394.35,42.36,37.10,384.94,387.89,54.21,False,False,True,CANDLE,True,PASSED: CANDLE
PFC,2024-04-02,407.55,390.25,407.55,79.92,52.76,394.47,398.20,56.18,False,False,False,NONE,False,"FAILED: cond1: weekly below EMA9, cond2: above EMA20, cond3: open above EMA9"
TITAN,2024-04-02,3755.95,3801.80,3755.95,77.49,63.72,3719.73,3697.03,58.25,False,False,False,NONE,False,"FAILED: cond1: no breakout, cond2: above EMA20, cond3: open above EMA9"
PFC,2026-04-02,402.25,396.00,402.25,51.71,51.29,400.03,403.60,49.28,False,True,True,PULLBACK,True,PASSED: PULLBACK
TITAN,2026-04-02,4097.20,3981.50,4097.20,59.57,46.78,4035.92,4076.30,51.92,False,False,True,CANDLE,True,PASSED: CANDLE
VEDL,2026-04-02,687.65,649.40,687.65,72.80,54.76,671.96,679.28,53.54,False,False,True,CANDLE,True,PASSED: CANDLE
HAL,2026-04-02,3687.00,3588.60,3687.00,42.92,28.01,3687.88,3800.64,41.55,False,False,True,CANDLE,True,PASSED: CANDLE
ITCHOTELS,2026-04-02,148.09,141.77,148.09,32.82,9.93,147.15,153.77,43.64,False,False,False,NONE,False,"FAILED: cond1: no breakout, cond1: open < prev close, cond1: monthly below EMA9"
ITCHOTELS,2026-04-02,148.09,141.77,148.09,32.82,9.93,147.15,153.77,43.64,False,False,False,NONE,False,"FAILED: cond1: no breakout, cond1: open < prev close, cond1: monthly below EMA9"
ITCHOTELS,2026-04-02,148.09,141.77,148.09,32.82,9.93,147.15,153.77,43.64,False,False,False,NONE,False,"FAILED: cond1: no breakout, cond1: open < prev close, cond1: monthly below EMA9"
ITCHOTELS,2026-04-02,148.09,141.77,148.09,32.82,9.93,147.15,153.77,43.64,False,False,False,NONE,False,"FAILED: cond1: no breakout, cond1: open < prev close, cond1: monthly below EMA9"
ITCHOTELS,2026-04-02,148.09,141.77,148.09,32.82,9.93,147.15,153.77,43.64,False,False,False,NONE,False,"FAILED: cond1: no breakout, cond1: open < prev close, cond1: monthly below EMA9"
ITCHOTELS,2026-04-02,148.09,141.77,148.09,32.82,9.93,147.15,153.77,43.64,False,False,False,NONE,False,"FAILED: cond1: no breakout, cond1: open < prev close, cond1: monthly below EMA9"
ITCHOTELS,2026-04-02,148.09,141.77,148.09,32.82,9.93,147.15,153.77,43.64,False,False,False,NONE,False,"FAILED: cond1: no breakout, cond1: open < prev close, cond1: monthly below EMA9"
ITCHOTELS,2026-04-02,148.09,141.77,137.87,25.98,9.93,147.15,153.77,43.64,False,False,False,NONE,False,"FAILED: cond1: no breakout, cond1: open < prev close, cond1: monthly below EMA9"
ITCHOTELS,2026-04-02,148.09,141.77,148.09,32.82,9.93,147.15,153.77,43.64,False,False,False,NONE,False,"FAILED: cond1: no breakout, cond1: open < prev close, cond1: monthly below EMA9"
HAL,2026-04-02,3687.00,3588.60,3687.00,42.92,28.01,3687.88,3800.64,41.55,False,False,True,CANDLE,True,PASSED: CANDLE
LT,2026-04-02,3613.10,3564.10,3613.10,47.88,38.62,3573.04,3667.78,47.09,False,False,True,CANDLE,True,PASSED: CANDLE
PFC,2026-04-02,402.25,396.00,402.25,51.71,51.29,400.03,403.60,49.28,False,True,True,PULLBACK,True,PASSED: PULLBACK
TITAN,2026-04-02,4097.20,3981.50,4097.20,59.57,46.78,4035.92,4076.30,51.92,False,False,True,CANDLE,True,PASSED: CANDLE
VEDL,2026-04-02,687.65,649.40,687.65,72.80,54.76,671.96,679.28,53.54,False,False,True,CANDLE,True,PASSED: CANDLE
MOTILALOFS,2026-04-02,684.95,668.65,684.95,45.15,26.13,670.54,685.87,50.20,False,False,True,CANDLE,True,PASSED: CANDLE
ADANIGREEN,2024-04-02,1892.65,1835.15,1892.65,63.19,66.39,1864.76,1867.31,54.29,False,False,False,NONE,False,"FAILED: volume < 500000, cond1: no breakout, cond1: weekly below EMA9"
ITCHOTELS,2026-04-02,148.09,141.77,148.09,,,147.15,153.77,,False,False,False,NONE,False,"FAILED: cond1: no breakout, cond1: open < prev close, cond1: monthly below EMA9"
ITCHOTELS,2026-04-02,148.09,141.77,148.09,,,147.15,153.77,,False,False,False,NONE,False,"FAILED: cond1: no breakout, cond1: open < prev close, cond1: monthly below EMA9"
ITCHOTELS,2026-04-02,148.09,141.77,148.09,,,147.15,153.77,,False,False,False,NONE,False,"FAILED: cond1: no breakout, cond1: open < prev close, cond1: monthly below EMA9"
HAL,2026-04-02,3687.00,3588.60,3487.20,39.19,28.01,3687.88,3800.64,41.55,False,False,False,NONE,False,"FAILED: cond1: no breakout, cond1: open < prev close, cond1: monthly below EMA9"
HAL,2026-04-02,3687.00,3588.60,3487.20,39.19,28.01,3687.88,3800.64,41.55,False,False,False,NONE,False,FAILED
HAL,2026-04-02,3687.00,3588.60,3487.20,39.19,28.01,3687.88,3800.64,41.55,False,False,False,NONE,False,"FAILED: cond1: no breakout, cond1: open < prev close, cond1: monthly below EMA9"
